investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV001209,2024-04-23,119092,Sip,6384,West Bengal,Kolkata,T30,46-55,Female,45.8,Net Banking,Pending
INV002465,2024-04-24,119092,Redemption,286802,Rajasthan,Jaipur,T30,26-35,Female,7.0,Net Banking,Pending
INV001351,2024-04-24,102885,Sip,6533,Uttar Pradesh,Kanpur,B30,26-35,Male,8.5,Mandate,Pending
INV004164,2024-04-24,120842,Sip,8985,Rajasthan,Udaipur,B30,18-25,Female,4.7,Mandate,Pending
INV003324,2024-04-24,100016,Redemption,150408,Karnataka,Mysore,B30,26-35,Male,20.7,Net Banking,Pending
INV004436,2024-04-25,120504,Sip,3482,Delhi,New Delhi,T30,56+,Male,30.3,UPI,Pending
INV002373,2024-04-25,120504,Sip,42420,Maharashtra,Pune,T30,36-45,Male,56.3,Net Banking,Pending
INV003379,2024-04-25,102886,Lumpsum,457750,Uttar Pradesh,Lucknow,T30,36-45,Male,43.2,Net Banking,Pending
INV003113,2024-04-26,149322,Sip,22925,Rajasthan,Jaipur,T30,26-35,Male,22.0,UPI,Pending
INV001313,2024-04-26,120842,Redemption,338780,Gujarat,Surat,T30,36-45,Male,20.3,Mandate,Pending
INV002094,2024-04-26,119094,Sip,14274,Punjab,Amritsar,B30,26-35,Female,25.0,UPI,Pending
INV002028,2024-04-26,120506,Sip,2054,Rajasthan,Jaipur,T30,36-45,Female,19.9,Mandate,Pending
INV001171,2024-04-26,119599,Sip,510,Punjab,Chandigarh,T30,26-35,Female,22.7,Cheque,Pending
INV003912,2024-04-26,120843,Lumpsum,355118,West Bengal,Kolkata,T30,26-35,Male,8.5,Net Banking,Pending
INV002200,2024-04-26,119552,Lumpsum,212498,Madhya Pradesh,Indore,T30,26-35,Male,23.1,UPI,Pending
INV004576,2024-04-27,125498,Sip,1816,Rajasthan,Jaipur,T30,46-55,Male,54.5,Cheque,Pending
INV001217,2024-04-27,120504,Sip,5104,Rajasthan,Jaipur,T30,26-35,Male,21.5,Net Banking,Pending
INV001064,2024-04-27,118632,Sip,816,West Bengal,Kolkata,T30,46-55,Male,67.9,UPI,Pending
INV002368,2024-04-27,125498,Redemption,58793,Telangana,Hyderabad,T30,26-35,Male,13.7,Cheque,Pending
INV002471,2024-04-27,102885,Sip,56211,Punjab,Chandigarh,T30,18-25,Male,3.1,Cheque,Pending
INV003957,2024-04-27,100025,Lumpsum,55263,Delhi,Noida,T30,36-45,Male,30.9,Net Banking,Pending
INV002360,2024-04-27,119552,Sip,8258,Maharashtra,Mumbai,T30,26-35,Male,11.6,Net Banking,Pending
INV001951,2024-04-27,148568,Redemption,375221,Punjab,Chandigarh,T30,26-35,Male,10.6,Mandate,Pending
INV001694,2024-04-27,120843,Redemption,273203,Punjab,Amritsar,B30,46-55,Female,36.8,UPI,Pending
INV002969,2024-04-27,120504,Redemption,33569,Karnataka,Bangalore,T30,26-35,Male,15.4,Cheque,Pending
INV004153,2024-04-28,119093,Redemption,47696,Uttar Pradesh,Agra,B30,46-55,Male,96.3,UPI,Pending
INV002706,2024-04-28,100025,Lumpsum,71143,Haryana,Faridabad,B30,46-55,Female,22.8,Mandate,Pending
INV003086,2024-04-28,119092,Redemption,309145,West Bengal,Kolkata,T30,26-35,Male,20.2,Cheque,Pending
INV000280,2024-04-28,149322,Sip,51047,Punjab,Amritsar,B30,26-35,Female,22.9,Net Banking,Pending
INV004100,2024-04-28,101208,Lumpsum,334651,Delhi,Gurugram,T30,26-35,Male,20.7,Net Banking,Pending
INV000950,2024-04-28,120844,Sip,1730,Punjab,Amritsar,B30,36-45,Male,33.1,Net Banking,Pending
INV004460,2024-04-28,101206,Sip,1705,Haryana,Gurugram,T30,26-35,Male,24.7,Mandate,Pending
INV002528,2024-04-28,120506,Sip,421,Gujarat,Ahmedabad,T30,46-55,Male,16.3,Cheque,Pending
INV004264,2024-04-29,119120,Lumpsum,16350,Gujarat,Ahmedabad,T30,36-45,Female,45.2,Mandate,Pending
INV004860,2024-04-29,148567,Sip,7286,Punjab,Amritsar,B30,46-55,Male,47.7,UPI,Pending
INV003226,2024-04-29,120506,Lumpsum,262314,Haryana,Gurugram,T30,26-35,Male,21.5,UPI,Pending
INV002070,2024-04-29,118635,Sip,2784,Telangana,Hyderabad,T30,36-45,Male,40.3,UPI,Pending
INV004005,2024-04-29,120505,Lumpsum,420885,West Bengal,Kolkata,T30,26-35,Male,11.0,UPI,Pending
INV001534,2024-04-30,102886,Lumpsum,374783,Tamil Nadu,Coimbatore,B30,36-45,Male,26.5,Mandate,Pending
INV003416,2024-04-30,119093,Sip,13954,West Bengal,Kolkata,T30,26-35,Male,22.3,UPI,Pending
INV002052,2024-04-30,120842,Sip,25775,Uttar Pradesh,Lucknow,T30,36-45,Male,50.8,Cheque,Pending
INV000785,2024-04-30,148567,Redemption,391078,Tamil Nadu,Chennai,T30,36-45,Male,31.1,UPI,Pending
INV000764,2024-04-30,120505,Sip,860,Punjab,Chandigarh,T30,26-35,Male,15.6,Cheque,Pending
INV001815,2024-04-30,119551,Sip,2721,West Bengal,Kolkata,T30,26-35,Female,23.7,UPI,Pending
INV004435,2024-04-30,102885,Lumpsum,511034,Rajasthan,Jaipur,T30,26-35,Female,15.9,Mandate,Pending
INV003095,2024-04-30,120844,Sip,13512,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Cheque,Pending
INV000025,2024-05-01,102886,Sip,13678,Haryana,Gurugram,T30,26-35,Male,11.5,Net Banking,Pending
INV003567,2024-05-01,118632,Sip,8192,Tamil Nadu,Chennai,T30,46-55,Male,76.1,Net Banking,Pending
INV002276,2024-05-01,148569,Lumpsum,415425,Telangana,Hyderabad,T30,46-55,Male,88.0,Net Banking,Pending
INV000580,2024-05-01,118632,Sip,46989,Uttar Pradesh,Agra,B30,56+,Male,31.8,UPI,Pending
INV004223,2024-05-01,118633,Lumpsum,501410,Uttar Pradesh,Agra,B30,36-45,Female,49.3,Net Banking,Pending
INV002390,2024-05-02,101206,Sip,3301,Uttar Pradesh,Kanpur,B30,56+,Female,24.4,UPI,Pending
INV001713,2024-05-02,120503,Sip,3575,Uttar Pradesh,Agra,B30,46-55,Male,61.5,Net Banking,Pending
INV002240,2024-05-02,125498,Lumpsum,307784,Haryana,Faridabad,B30,26-35,Male,24.7,UPI,Pending
INV001802,2024-05-02,149323,Sip,8134,Punjab,Chandigarh,T30,46-55,Male,77.7,Mandate,Pending
INV003388,2024-05-02,120841,Sip,482,Haryana,Faridabad,B30,56+,Female,39.3,Net Banking,Pending
INV001740,2024-05-02,101206,Lumpsum,102474,Uttar Pradesh,Kanpur,B30,36-45,Female,53.9,Net Banking,Pending
INV002704,2024-05-02,120504,Sip,23542,Delhi,Noida,T30,36-45,Female,47.8,Mandate,Pending
INV004962,2024-05-02,125498,Sip,11909,Uttar Pradesh,Agra,B30,18-25,Male,6.7,Net Banking,Pending
INV000243,2024-05-03,119552,Lumpsum,502810,Punjab,Chandigarh,T30,26-35,Male,21.5,Mandate,Pending
INV004148,2024-05-03,102886,Redemption,256671,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Mandate,Pending
INV002556,2024-05-03,120842,Lumpsum,308928,Delhi,Noida,T30,26-35,Male,8.1,UPI,Pending
INV004701,2024-05-03,118635,Sip,5264,Haryana,Gurugram,T30,26-35,Male,7.3,Cheque,Pending
INV000185,2024-05-04,119093,Sip,9973,Telangana,Hyderabad,T30,46-55,Male,50.3,Mandate,Pending
INV002119,2024-05-04,101208,Sip,29435,Tamil Nadu,Coimbatore,B30,26-35,Female,11.8,Net Banking,Pending
INV003352,2024-05-04,120844,Sip,7674,Maharashtra,Mumbai,T30,36-45,Male,59.3,Cheque,Pending
INV004345,2024-05-04,149323,Lumpsum,30795,West Bengal,Kolkata,T30,36-45,Female,33.3,UPI,Pending
INV002253,2024-05-04,120506,Redemption,334394,West Bengal,Kolkata,T30,46-55,Male,28.6,Mandate,Pending
INV001815,2024-05-05,120844,Sip,1149,West Bengal,Kolkata,T30,26-35,Female,23.7,Net Banking,Pending
INV003053,2024-05-05,119095,Sip,2804,Delhi,Gurugram,T30,46-55,Male,57.4,UPI,Pending
INV004617,2024-05-05,119598,Sip,3391,Karnataka,Bangalore,T30,26-35,Male,22.1,Cheque,Pending
INV001198,2024-05-05,148568,Lumpsum,271716,Maharashtra,Mumbai,T30,26-35,Female,20.4,Cheque,Pending
INV000138,2024-05-06,119120,Sip,48903,Telangana,Hyderabad,T30,26-35,Male,24.7,Mandate,Pending
INV002718,2024-05-06,118635,Sip,6507,Telangana,Hyderabad,T30,36-45,Male,15.6,Net Banking,Pending
INV000158,2024-05-06,120507,Lumpsum,350783,Madhya Pradesh,Bhopal,B30,36-45,Male,26.1,Net Banking,Pending
INV003537,2024-05-06,120841,Sip,14095,Punjab,Amritsar,B30,18-25,Male,3.7,Cheque,Pending
INV004720,2024-05-06,119120,Sip,3478,Gujarat,Surat,T30,46-55,Female,95.7,UPI,Pending
INV003750,2024-05-06,100033,Sip,5889,Uttar Pradesh,Kanpur,B30,26-35,Female,23.6,Cheque,Pending
INV004783,2024-05-07,119552,Redemption,160547,Tamil Nadu,Coimbatore,B30,36-45,Male,39.0,Mandate,Pending
INV000231,2024-05-07,101206,Sip,2770,Rajasthan,Udaipur,B30,26-35,Female,22.9,UPI,Pending
INV002302,2024-05-07,148568,Lumpsum,516020,West Bengal,Kolkata,T30,26-35,Male,10.1,Net Banking,Pending
INV000154,2024-05-07,149322,Sip,598,Haryana,Faridabad,B30,36-45,Male,51.3,Cheque,Pending
INV003874,2024-05-07,102886,Sip,580,Punjab,Amritsar,B30,26-35,Female,16.5,Mandate,Pending
INV001753,2024-05-08,125497,Sip,10127,Rajasthan,Jaipur,T30,26-35,Male,10.0,UPI,Pending
INV001452,2024-05-08,120841,Sip,12361,Delhi,Gurugram,T30,26-35,Female,15.6,Net Banking,Pending
INV002974,2024-05-08,101207,Lumpsum,161775,Telangana,Hyderabad,T30,26-35,Female,21.9,Cheque,Pending
INV003360,2024-05-08,119093,Sip,467,Madhya Pradesh,Indore,T30,26-35,Female,19.5,Cheque,Pending
INV003358,2024-05-09,119599,Sip,8330,Punjab,Amritsar,B30,26-35,Male,19.7,Cheque,Pending
INV000466,2024-05-09,120842,Sip,1045,Haryana,Faridabad,B30,18-25,Male,4.4,UPI,Pending
INV004704,2024-05-09,120507,Sip,6033,Delhi,New Delhi,T30,26-35,Male,23.1,UPI,Pending
INV001777,2024-05-10,119095,Sip,1084,West Bengal,Kolkata,T30,18-25,Female,7.6,Mandate,Pending
INV003005,2024-05-10,120506,Redemption,193869,Punjab,Amritsar,B30,26-35,Male,24.5,Mandate,Pending
INV004110,2024-05-11,120843,Sip,6371,West Bengal,Kolkata,T30,18-25,Male,5.5,Net Banking,Pending
INV004411,2024-05-11,148567,Sip,11058,Maharashtra,Mumbai,T30,26-35,Female,13.8,UPI,Pending
INV000147,2024-05-11,148568,Sip,2062,Rajasthan,Jaipur,T30,26-35,Male,15.7,Mandate,Pending
INV000702,2024-05-11,100025,Sip,24040,Tamil Nadu,Coimbatore,B30,46-55,Female,94.1,UPI,Pending
INV002156,2024-05-11,119092,Lumpsum,263010,Rajasthan,Jaipur,T30,26-35,Male,18.7,Cheque,Pending
INV004645,2024-05-11,119095,Lumpsum,400145,Telangana,Hyderabad,T30,26-35,Female,10.9,Mandate,Pending
INV004624,2024-05-11,125497,Sip,2564,Maharashtra,Pune,T30,26-35,Male,17.2,Net Banking,Pending
INV004964,2024-05-11,148569,Redemption,472354,Rajasthan,Jaipur,T30,56+,Male,20.5,Cheque,Pending
INV003637,2024-05-11,101207,Sip,26678,Telangana,Hyderabad,T30,36-45,Male,18.6,Mandate,Pending
INV000860,2024-05-12,119094,Lumpsum,290425,Madhya Pradesh,Bhopal,B30,36-45,Female,51.8,UPI,Pending
INV001695,2024-05-12,119120,Redemption,120909,Punjab,Amritsar,B30,36-45,Male,24.0,Cheque,Pending
INV003558,2024-05-12,119095,Sip,2777,Uttar Pradesh,Lucknow,T30,18-25,Male,6.1,Net Banking,Pending
INV002326,2024-05-12,120505,Lumpsum,479198,Telangana,Hyderabad,T30,36-45,Female,33.2,Mandate,Pending
INV003320,2024-05-12,149324,Sip,52439,Tamil Nadu,Coimbatore,B30,56+,Male,73.7,UPI,Pending
INV003480,2024-05-12,102885,Lumpsum,175017,Madhya Pradesh,Bhopal,B30,26-35,Male,24.4,Net Banking,Pending
INV002458,2024-05-13,118636,Lumpsum,457507,West Bengal,Kolkata,T30,18-25,Male,7.1,Net Banking,Pending
INV003393,2024-05-13,119552,Sip,4351,Delhi,New Delhi,T30,26-35,Male,17.1,UPI,Pending
INV004827,2024-05-14,120844,Redemption,53776,Uttar Pradesh,Kanpur,B30,56+,Female,43.7,UPI,Pending
INV004266,2024-05-14,119598,Sip,3407,Delhi,New Delhi,T30,36-45,Male,35.9,Net Banking,Pending
INV003872,2024-05-15,125497,Sip,8394,Uttar Pradesh,Kanpur,B30,26-35,Male,20.1,Mandate,Pending
INV002382,2024-05-15,118634,Lumpsum,394455,Maharashtra,Mumbai,T30,26-35,Male,18.5,UPI,Pending
INV000661,2024-05-15,100025,Sip,1011,Haryana,Faridabad,B30,36-45,Male,46.8,Net Banking,Pending
INV001753,2024-05-15,119599,Sip,4947,Rajasthan,Jaipur,T30,26-35,Male,10.0,Mandate,Pending
INV000910,2024-05-16,120844,Sip,21380,Madhya Pradesh,Indore,T30,46-55,Male,58.8,Cheque,Pending
INV004545,2024-05-16,120505,Redemption,146373,Madhya Pradesh,Indore,T30,26-35,Male,12.8,Mandate,Pending
INV000691,2024-05-16,149324,Sip,17771,Tamil Nadu,Chennai,T30,18-25,Female,7.8,UPI,Pending
INV002983,2024-05-16,119120,Lumpsum,259536,Karnataka,Mysore,B30,18-25,Male,6.2,Mandate,Pending
INV000165,2024-05-16,102887,Redemption,80225,Punjab,Chandigarh,T30,36-45,Female,18.8,Mandate,Pending
INV001389,2024-05-17,118635,Redemption,157270,Karnataka,Mysore,B30,46-55,Female,39.7,Net Banking,Pending
INV002179,2024-05-17,101207,Sip,406,Haryana,Gurugram,T30,26-35,Female,12.0,Cheque,Pending
INV001969,2024-05-17,119095,Lumpsum,441486,Uttar Pradesh,Kanpur,B30,26-35,Male,9.7,Cheque,Pending
INV004075,2024-05-17,100033,Sip,40088,Rajasthan,Jaipur,T30,36-45,Male,56.5,Cheque,Pending
INV003711,2024-05-17,100033,Sip,15325,Telangana,Hyderabad,T30,36-45,Female,13.1,Cheque,Pending
INV002237,2024-05-17,120843,Sip,1607,Uttar Pradesh,Agra,B30,46-55,Male,23.1,Cheque,Pending
INV003070,2024-05-17,102885,Sip,9566,West Bengal,Kolkata,T30,26-35,Male,23.7,UPI,Pending
INV000880,2024-05-18,119598,Lumpsum,317220,Madhya Pradesh,Indore,T30,26-35,Male,18.4,Mandate,Pending
INV004701,2024-05-18,101208,Sip,8387,Haryana,Gurugram,T30,26-35,Male,7.3,Cheque,Pending
INV002327,2024-05-18,149322,Redemption,74112,Punjab,Amritsar,B30,26-35,Male,7.0,UPI,Pending
INV002555,2024-05-18,119093,Sip,434,Gujarat,Ahmedabad,T30,36-45,Male,24.5,Cheque,Pending
INV002303,2024-05-19,119093,Redemption,137559,Rajasthan,Udaipur,B30,26-35,Male,12.5,Net Banking,Pending
INV000461,2024-05-19,148567,Sip,45981,Punjab,Chandigarh,T30,36-45,Male,26.9,Cheque,Pending
INV004926,2024-05-19,100033,Redemption,383465,Karnataka,Mysore,B30,36-45,Male,45.3,Cheque,Pending
INV003566,2024-05-19,119094,Lumpsum,255994,Tamil Nadu,Coimbatore,B30,26-35,Male,8.7,Net Banking,Pending
INV003058,2024-05-19,118634,Sip,9004,Karnataka,Mysore,B30,36-45,Male,46.2,Net Banking,Pending
INV000028,2024-05-20,119094,Sip,8402,Gujarat,Surat,T30,18-25,Female,6.1,UPI,Pending
INV000375,2024-05-20,120843,Lumpsum,268483,Rajasthan,Jaipur,T30,36-45,Male,18.1,Mandate,Pending
INV004967,2024-05-20,120843,Sip,1704,Telangana,Hyderabad,T30,26-35,Male,14.3,Net Banking,Pending
INV001214,2024-05-20,119092,Lumpsum,86214,Telangana,Hyderabad,T30,36-45,Male,19.8,UPI,Pending
INV000265,2024-05-20,118634,Sip,460,Madhya Pradesh,Bhopal,B30,36-45,Male,14.1,Mandate,Pending
INV001663,2024-05-20,119551,Sip,1973,Gujarat,Surat,T30,36-45,Female,29.2,Net Banking,Pending
INV000946,2024-05-20,120503,Lumpsum,214625,Karnataka,Bangalore,T30,46-55,Female,37.3,UPI,Pending
INV004910,2024-05-21,101207,Sip,2770,Karnataka,Mysore,B30,26-35,Female,22.7,Cheque,Pending
INV004692,2024-05-21,119095,Lumpsum,492047,Madhya Pradesh,Bhopal,B30,26-35,Male,11.6,UPI,Pending
INV003666,2024-05-21,148567,Redemption,245498,Gujarat,Surat,T30,18-25,Male,4.3,Cheque,Pending
INV001377,2024-05-21,120505,Sip,4387,Maharashtra,Mumbai,T30,56+,Female,64.7,Cheque,Pending
INV001729,2024-05-21,120843,Lumpsum,28427,Uttar Pradesh,Kanpur,B30,18-25,Male,4.1,Cheque,Pending
INV003278,2024-05-21,120842,Lumpsum,437128,Madhya Pradesh,Bhopal,B30,26-35,Male,7.3,Net Banking,Pending
INV004425,2024-05-21,100033,Sip,2947,Haryana,Faridabad,B30,26-35,Female,18.6,Mandate,Pending
INV002536,2024-05-21,118634,Redemption,124206,West Bengal,Kolkata,T30,26-35,Male,11.9,UPI,Pending
INV001299,2024-05-22,100016,Sip,2441,Haryana,Faridabad,B30,26-35,Male,19.9,UPI,Pending
INV002661,2024-05-22,119094,Sip,411,West Bengal,Kolkata,T30,36-45,Male,21.6,Mandate,Pending
INV002367,2024-05-22,125497,Sip,1861,Telangana,Hyderabad,T30,26-35,Male,13.9,Cheque,Pending
INV004202,2024-05-22,119094,Sip,7504,West Bengal,Kolkata,T30,36-45,Female,56.9,Cheque,Pending
INV001927,2024-05-22,119093,Sip,2528,Rajasthan,Jaipur,T30,56+,Male,58.7,Cheque,Pending
INV004956,2024-05-23,118633,Sip,432,Maharashtra,Mumbai,T30,46-55,Male,62.4,UPI,Pending
INV000026,2024-05-23,120842,Lumpsum,272508,West Bengal,Kolkata,T30,36-45,Male,29.5,Mandate,Pending
INV000868,2024-05-23,119552,Sip,9196,West Bengal,Kolkata,T30,36-45,Male,18.4,Mandate,Pending
INV003031,2024-05-23,119093,Sip,882,Karnataka,Bangalore,T30,18-25,Male,7.7,Net Banking,Pending
INV001133,2024-05-23,101208,Sip,22615,Madhya Pradesh,Bhopal,B30,26-35,Male,21.0,Cheque,Pending
INV002733,2024-05-24,120505,Redemption,288980,Punjab,Chandigarh,T30,26-35,Male,19.0,Net Banking,Pending
INV002387,2024-05-24,118635,Sip,8555,Telangana,Hyderabad,T30,26-35,Male,13.1,Cheque,Pending
INV003458,2024-05-24,101208,Sip,6654,Gujarat,Surat,T30,36-45,Male,21.3,Cheque,Pending
INV003787,2024-05-24,120844,Sip,2517,Karnataka,Mysore,B30,46-55,Male,29.3,Cheque,Pending
INV004712,2024-05-24,101207,Sip,26764,Uttar Pradesh,Kanpur,B30,36-45,Male,55.7,UPI,Pending
INV003572,2024-05-24,120843,Sip,885,Punjab,Amritsar,B30,46-55,Male,65.9,UPI,Pending
INV004540,2024-05-24,120842,Lumpsum,293017,Punjab,Chandigarh,T30,36-45,Male,48.9,UPI,Pending
INV001789,2024-05-25,119093,Sip,44603,Gujarat,Surat,T30,18-25,Male,4.4,Cheque,Pending
INV003599,2024-05-25,120842,Redemption,260185,Madhya Pradesh,Indore,T30,46-55,Male,43.2,Mandate,Pending
INV001163,2024-05-25,118635,Sip,2294,Karnataka,Mysore,B30,26-35,Male,10.2,Cheque,Pending
INV000912,2024-05-25,101208,Lumpsum,10170,Haryana,Faridabad,B30,36-45,Male,26.7,Net Banking,Pending
INV001285,2024-05-26,119598,Sip,1164,West Bengal,Kolkata,T30,18-25,Female,4.3,Cheque,Pending
INV004402,2024-05-26,120844,Redemption,209124,Gujarat,Ahmedabad,T30,18-25,Female,6.4,UPI,Pending
INV000923,2024-05-26,118632,Sip,437,Uttar Pradesh,Lucknow,T30,26-35,Male,13.0,Cheque,Pending
INV003174,2024-05-26,119094,Lumpsum,131430,Tamil Nadu,Chennai,T30,26-35,Female,10.0,Cheque,Pending
INV004648,2024-05-27,119094,Sip,43668,Maharashtra,Pune,T30,36-45,Male,54.3,Cheque,Pending
INV003680,2024-05-27,149324,Sip,17748,Karnataka,Mysore,B30,26-35,Male,21.3,Cheque,Pending
INV003334,2024-05-27,100025,Sip,9204,Maharashtra,Pune,T30,56+,Male,25.2,Cheque,Pending
INV001943,2024-05-27,118632,Sip,46306,West Bengal,Kolkata,T30,56+,Female,28.3,Mandate,Pending
INV003276,2024-05-28,120506,Sip,844,Telangana,Hyderabad,T30,46-55,Male,45.0,Net Banking,Pending
INV002964,2024-05-28,119094,Sip,10601,Rajasthan,Udaipur,B30,46-55,Male,84.1,Mandate,Pending
INV004433,2024-05-28,119552,Sip,1964,Maharashtra,Mumbai,T30,26-35,Female,19.8,Cheque,Pending
INV001379,2024-05-28,119552,Sip,8144,Punjab,Amritsar,B30,56+,Female,74.3,Mandate,Pending
INV004797,2024-05-29,125498,Sip,45008,Gujarat,Ahmedabad,T30,56+,Male,18.9,Cheque,Pending
INV001344,2024-05-29,119598,Lumpsum,333059,Rajasthan,Jaipur,T30,26-35,Male,10.0,Cheque,Pending
INV003075,2024-05-29,100025,Sip,42141,Delhi,Gurugram,T30,46-55,Male,83.5,UPI,Pending
INV000073,2024-05-29,120504,Sip,26594,Punjab,Amritsar,B30,18-25,Male,5.5,Cheque,Pending
INV000054,2024-05-30,100016,Sip,500,Telangana,Hyderabad,T30,46-55,Female,37.5,UPI,Pending
INV000665,2024-05-30,100033,Sip,2827,Rajasthan,Udaipur,B30,26-35,Female,6.6,Mandate,Pending
INV003099,2024-05-31,148569,Redemption,227717,Gujarat,Surat,T30,36-45,Male,14.4,Mandate,Pending
INV002003,2024-05-31,119599,Lumpsum,491566,Delhi,New Delhi,T30,26-35,Female,20.1,Mandate,Pending
INV004542,2024-05-31,119095,Sip,439,Maharashtra,Pune,T30,36-45,Male,53.7,Net Banking,Pending
INV002800,2024-05-31,118636,Sip,407,West Bengal,Kolkata,T30,36-45,Male,51.9,Net Banking,Pending
INV000102,2024-06-01,102887,Sip,57404,Gujarat,Surat,T30,26-35,Male,21.9,Net Banking,Pending
INV004355,2024-06-02,120505,Sip,933,Haryana,Gurugram,T30,18-25,Male,5.6,Net Banking,Pending
INV003660,2024-06-02,100033,Redemption,372713,Delhi,Noida,T30,26-35,Male,6.8,Cheque,Pending
INV001580,2024-06-02,101208,Lumpsum,13783,Punjab,Chandigarh,T30,26-35,Male,18.7,Cheque,Pending
INV000514,2024-06-02,119094,Sip,2430,West Bengal,Kolkata,T30,36-45,Male,43.2,UPI,Pending
INV001695,2024-06-02,148569,Redemption,434660,Punjab,Amritsar,B30,36-45,Male,24.0,Mandate,Pending
INV002896,2024-06-02,102885,Redemption,12276,Maharashtra,Nashik,B30,26-35,Male,21.5,Mandate,Pending
INV002321,2024-06-02,119095,Sip,25499,Telangana,Hyderabad,T30,26-35,Male,22.5,Cheque,Pending
INV003432,2024-06-03,102886,Sip,10785,Uttar Pradesh,Agra,B30,56+,Female,11.2,Cheque,Pending
INV001514,2024-06-03,119092,Sip,5781,Delhi,Gurugram,T30,46-55,Male,75.8,Cheque,Pending
INV002418,2024-06-03,119598,Sip,15190,Haryana,Faridabad,B30,36-45,Male,34.0,Net Banking,Pending
INV000057,2024-06-03,119092,Sip,6162,Tamil Nadu,Chennai,T30,36-45,Male,59.9,Net Banking,Pending
INV000131,2024-06-03,120503,Sip,8277,Telangana,Hyderabad,T30,36-45,Female,16.8,UPI,Pending
INV000482,2024-06-04,118634,Sip,27133,Maharashtra,Mumbai,T30,26-35,Male,7.6,Net Banking,Pending
INV004359,2024-06-04,120843,Sip,59608,Delhi,New Delhi,T30,26-35,Male,9.4,UPI,Pending
INV003783,2024-06-04,101206,Sip,947,Madhya Pradesh,Indore,T30,18-25,Male,3.5,UPI,Pending
INV004149,2024-06-04,149322,Sip,54629,Rajasthan,Udaipur,B30,56+,Female,78.2,Mandate,Pending
INV004376,2024-06-04,119598,Redemption,329046,West Bengal,Kolkata,T30,46-55,Female,92.6,Mandate,Pending
INV001415,2024-06-04,101207,Redemption,253184,Haryana,Gurugram,T30,56+,Male,33.1,UPI,Pending
INV004335,2024-06-04,125497,Sip,2933,Gujarat,Ahmedabad,T30,26-35,Female,6.6,Cheque,Pending
INV001781,2024-06-04,119598,Lumpsum,171772,Punjab,Amritsar,B30,36-45,Male,58.6,Cheque,Pending
INV000802,2024-06-04,125497,Lumpsum,96385,Gujarat,Ahmedabad,T30,36-45,Male,34.4,UPI,Pending
INV001458,2024-06-04,120844,Sip,8376,Tamil Nadu,Coimbatore,B30,46-55,Male,34.9,Net Banking,Pending
INV002631,2024-06-05,125498,Sip,43788,Uttar Pradesh,Kanpur,B30,46-55,Female,93.8,Mandate,Pending
INV003953,2024-06-05,102886,Sip,50570,Maharashtra,Pune,T30,36-45,Male,17.4,Net Banking,Pending
INV004239,2024-06-05,120504,Sip,2281,Karnataka,Bangalore,T30,18-25,Female,6.3,UPI,Pending
INV004953,2024-06-05,149322,Sip,826,Haryana,Faridabad,B30,36-45,Male,36.3,Mandate,Pending
INV000351,2024-06-05,120506,Redemption,141482,Madhya Pradesh,Indore,T30,56+,Female,62.9,Net Banking,Pending
INV003391,2024-06-06,102887,Sip,2513,West Bengal,Kolkata,T30,26-35,Male,20.2,Cheque,Pending
INV001478,2024-06-06,118634,Sip,1983,Maharashtra,Mumbai,T30,36-45,Male,24.2,UPI,Pending
INV002130,2024-06-06,100016,Sip,1171,Maharashtra,Pune,T30,46-55,Male,22.5,UPI,Pending
INV002857,2024-06-06,120504,Sip,832,West Bengal,Kolkata,T30,56+,Male,36.7,Cheque,Pending
INV001651,2024-06-06,101207,Sip,2202,Gujarat,Ahmedabad,T30,18-25,Male,4.1,Mandate,Pending
INV000006,2024-06-06,100033,Sip,1059,Madhya Pradesh,Bhopal,B30,46-55,Female,43.0,Cheque,Pending
INV000021,2024-06-06,120844,Sip,20323,Uttar Pradesh,Agra,B30,46-55,Male,76.8,Cheque,Pending
INV002213,2024-06-07,101208,Sip,27363,Maharashtra,Pune,T30,36-45,Female,33.8,Cheque,Pending
INV003129,2024-06-07,101207,Redemption,417229,Haryana,Gurugram,T30,36-45,Female,33.4,UPI,Pending
INV000107,2024-06-08,102885,Lumpsum,287095,Maharashtra,Mumbai,T30,26-35,Male,14.7,UPI,Pending
INV000477,2024-06-08,100025,Lumpsum,103873,Uttar Pradesh,Lucknow,T30,18-25,Female,5.3,UPI,Pending
INV004702,2024-06-08,118632,Sip,56288,Maharashtra,Nashik,B30,26-35,Male,23.3,Cheque,Pending
INV004655,2024-06-08,149324,Lumpsum,31835,Telangana,Hyderabad,T30,36-45,Male,19.7,Net Banking,Pending
INV001592,2024-06-08,118634,Lumpsum,70844,Telangana,Hyderabad,T30,18-25,Male,4.3,Cheque,Pending
INV001908,2024-06-09,118633,Lumpsum,218136,Uttar Pradesh,Kanpur,B30,26-35,Female,22.6,Net Banking,Pending
INV002373,2024-06-09,148567,Sip,2042,Maharashtra,Pune,T30,36-45,Male,56.3,Net Banking,Pending
INV002189,2024-06-09,119551,Sip,3548,Uttar Pradesh,Lucknow,T30,36-45,Male,37.4,Cheque,Pending
